Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Order_Value
2022-07-30,Clothing,1848.18,4,32.08,Express,Credit Card,64,Female,City36,Returned,5021.135424
2022-01-24,Home Appliances,782.32,4,48.87,Express,COD,29,Male,City43,Not Returned,1600.0008640000003
2023-11-14,Clothing,1523.15,4,1.63,Standard,Debit Card,48,Male,City26,Not Returned,5993.290620000001
2024-06-01,Toys,514.72,5,45.28,Express,Wallet,57,Female,City95,Not Returned,1408.2739199999999
2025-04-08,Clothing,1649.82,1,41.51,Express,COD,36,Female,City21,Not Returned,964.9797179999999
2022-05-02,Electronics,1414.39,2,4.1,Express,COD,23,Female,City5,Not Returned,2712.80002
2023-12-03,Clothing,1590.68,2,10.18,Next-Day,Wallet,27,Male,City24,Not Returned,2857.4975520000003
2022-06-04,Clothing,423.97,3,30.94,Standard,Wallet,42,Female,City60,Not Returned,878.3810460000001
2025-07-25,Electronics,318.56,3,24.88,Standard,Wallet,37,Male,City15,Not Returned,717.906816
2023-08-26,Books,562.88,2,20.07,Next-Day,Credit Card,25,Female,City38,Not Returned,899.819968
2025-08-20,Clothing,388.64,1,9.33,Next-Day,COD,42,Male,City86,Not Returned,352.379888
2024-05-12,Clothing,657.31,4,47.61,Express,Credit Card,63,Female,City2,Not Returned,1377.458836
2024-05-02,Electronics,1615.83,4,47.01,Express,Debit Card,29,Male,City58,Not Returned,3424.9132680000002
2025-08-25,Books,1569.0,3,33.03,Standard,COD,28,Male,City18,Not Returned,3152.2779
2025-03-13,Home Appliances,1161.9,3,36.4,Next-Day,Debit Card,52,Male,City59,Not Returned,2216.9052
2025-04-09,Electronics,889.16,1,26.85,Standard,COD,32,Female,City70,Not Returned,650.42054
2025-03-30,Toys,1868.69,5,46.4,Standard,Debit Card,25,Female,City34,Not Returned,5008.0892
2023-08-21,Clothing,119.79,1,7.16,Standard,Credit Card,36,Male,City63,Not Returned,111.213036
2023-10-02,Books,1402.05,3,26.39,Next-Day,Wallet,40,Female,City10,Returned,3096.1470149999996
2022-08-28,Electronics,1409.97,5,35.54,Standard,COD,29,Female,City89,Returned,4544.333310000001
2024-10-05,Electronics,856.94,3,4.9,Standard,Wallet,46,Female,City70,Returned,2444.84982
2025-02-18,Electronics,627.57,5,29.52,Standard,Debit Card,37,Male,City21,Not Returned,2211.55668
2024-12-12,Home Appliances,1917.91,3,16.39,Standard,Credit Card,41,Female,City83,Returned,4810.693653
2022-06-05,Books,964.64,1,3.24,Express,Debit Card,42,Male,City98,Not Returned,933.385664
2025-06-25,Books,1109.62,5,8.28,Next-Day,COD,26,Female,City82,Not Returned,5088.71732
2022-02-01,Electronics,1125.2,3,3.1,Express,Debit Card,25,Female,City96,Not Returned,3270.9564000000005
2025-07-08,Books,1634.46,2,32.71,Standard,Debit Card,18,Female,City30,Not Returned,2199.656268
2024-02-29,Clothing,856.18,4,6.18,Express,Debit Card,19,Male,City48,Returned,3213.072304
2025-04-03,Toys,1120.92,1,37.39,Standard,COD,49,Female,City25,Not Returned,701.8080120000001
2023-01-11,Toys,1357.37,4,2.68,Next-Day,COD,53,Female,City81,Not Returned,5283.9699359999995
2022-06-22,Books,1086.2,5,12.94,Express,Wallet,61,Female,City48,Not Returned,4728.2286
2023-09-09,Clothing,320.34,2,17.91,Standard,Wallet,49,Male,City100,Not Returned,525.9342119999999
2025-07-20,Clothing,1992.81,2,46.8,Express,COD,36,Female,City28,Returned,2120.34984
2022-05-01,Electronics,642.82,5,22.78,Standard,Wallet,45,Male,City96,Returned,2481.9280200000003
2024-07-14,Clothing,1457.54,1,48.35,Standard,Credit Card,43,Male,City91,Returned,752.81941
2022-12-10,Clothing,537.39,2,1.93,Standard,Credit Card,23,Female,City31,Returned,1054.036746
2024-08-22,Toys,1046.27,4,40.59,Standard,Credit Card,29,Male,City47,Returned,2486.3560279999997
2024-06-29,Clothing,405.38,4,36.28,Standard,Debit Card,47,Male,City24,Returned,1033.232544
2024-05-23,Home Appliances,1918.14,4,30.64,Express,Debit Card,59,Female,City47,Not Returned,5321.687616
2023-06-05,Home Appliances,161.11,3,9.96,Standard,COD,37,Female,City75,Not Returned,435.190332
2022-11-22,Clothing,1827.08,3,11.58,Express,Wallet,61,Female,City41,Returned,4846.512408
2022-06-14,Clothing,935.25,2,10.59,Express,Credit Card,36,Female,City31,Returned,1672.41405
2025-03-13,Toys,1136.41,3,3.44,Standard,COD,58,Female,City73,Not Returned,3291.9524880000004
2023-06-25,Toys,1403.13,2,29.41,Standard,Credit Card,45,Female,City66,Not Returned,1980.938934
2025-08-17,Electronics,1315.19,4,27.49,Standard,Credit Card,49,Male,City63,Returned,3814.5770760000005
2022-05-04,Home Appliances,501.61,5,17.09,Standard,Credit Card,59,Female,City47,Not Returned,2079.424255
2025-01-12,Electronics,483.51,3,18.86,Next-Day,Wallet,56,Female,City60,Not Returned,1176.960042
2022-03-08,Clothing,629.14,1,33.07,Standard,Debit Card,55,Male,City40,Not Returned,421.083402
2023-03-04,Clothing,1302.72,1,34.65,Express,Wallet,46,Male,City27,Not Returned,851.3275199999999
2022-05-14,Toys,1597.83,1,3.24,Standard,Credit Card,54,Female,City54,Not Returned,1546.0603079999998
2023-10-27,Toys,315.57,4,35.01,Express,Debit Card,29,Male,City26,Not Returned,820.355772
2025-07-08,Toys,730.94,5,21.17,Express,Debit Card,25,Female,City76,Returned,2881.00001
2024-03-15,Toys,1555.96,3,36.2,Standard,Debit Card,35,Female,City51,Not Returned,2978.1074399999998
2024-01-27,Toys,1971.81,1,36.77,Standard,Wallet,31,Male,City95,Not Returned,1246.775463
2023-10-08,Home Appliances,1645.08,5,20.27,Express,Wallet,57,Female,City88,Not Returned,6558.11142
2024-01-01,Electronics,969.4,5,12.9,Next-Day,Credit Card,23,Male,City14,Not Returned,4221.737
2022-01-25,Toys,1551.1,2,44.45,Standard,COD,65,Male,City73,Not Returned,1723.2721
2023-01-06,Books,320.05,5,17.15,Standard,Debit Card,37,Male,City70,Not Returned,1325.807125
2022-02-12,Clothing,684.33,3,38.64,Express,COD,30,Male,City38,Not Returned,1259.714664
2024-04-10,Clothing,1813.84,1,41.06,Express,Debit Card,38,Female,City92,Not Returned,1069.0772959999997
2025-01-24,Books,537.62,5,30.11,Next-Day,COD,30,Female,City55,Returned,1878.7130900000002
2023-12-20,Books,1687.71,3,46.39,Express,Debit Card,61,Female,City27,Not Returned,2714.343993
2022-04-04,Home Appliances,1361.99,5,24.72,Standard,Credit Card,52,Male,City78,Returned,5126.53036
2024-04-01,Clothing,146.21,4,9.29,Next-Day,COD,58,Male,City97,Returned,530.508364
2024-08-18,Books,1853.15,3,28.29,Standard,Debit Card,60,Male,City25,Not Returned,3986.681595000001
2022-12-27,Electronics,786.61,1,3.86,Next-Day,Credit Card,33,Female,City4,Returned,756.246854
2024-02-20,Clothing,465.95,3,32.16,Express,Credit Card,56,Male,City42,Not Returned,948.3014400000001
2024-10-05,Clothing,1614.01,3,42.34,Next-Day,Debit Card,59,Male,City80,Returned,2791.9144979999996
2024-09-28,Toys,1327.59,4,49.17,Next-Day,Debit Card,40,Male,City86,Not Returned,2699.255988
2024-11-01,Clothing,1743.93,1,7.02,Next-Day,Debit Card,23,Male,City49,Not Returned,1621.506114
2022-10-25,Clothing,845.45,3,14.79,Standard,Wallet,39,Female,City73,Not Returned,2161.2238350000002
2023-02-25,Electronics,1808.03,5,26.12,Express,Wallet,46,Male,City40,Returned,6678.86282
2023-07-10,Electronics,1136.34,5,31.57,Standard,COD,30,Male,City89,Not Returned,3887.98731
2023-05-23,Electronics,1711.91,5,19.69,Express,Credit Card,29,Female,City33,Not Returned,6874.174605
2022-01-03,Clothing,462.67,1,23.41,Next-Day,Credit Card,48,Male,City94,Not Returned,354.35895300000004
2022-02-17,Books,813.28,5,5.53,Standard,Wallet,43,Male,City72,Not Returned,3841.5280799999996
2023-10-13,Toys,405.32,3,28.74,Express,COD,64,Female,City15,Not Returned,866.493096
2022-06-30,Toys,1930.8,1,1.93,Next-Day,Wallet,57,Male,City73,Not Returned,1893.53556
2024-10-21,Clothing,719.96,4,0.35,Next-Day,Credit Card,29,Female,City55,Returned,2869.76056
2023-03-03,Clothing,659.11,4,10.19,Standard,COD,40,Male,City67,Not Returned,2367.786764
2022-11-04,Clothing,526.53,5,26.25,Standard,Debit Card,41,Female,City38,Not Returned,1941.5793749999998
2023-04-08,Books,1084.23,2,30.16,Express,Wallet,37,Female,City15,Returned,1514.452464
2025-01-23,Clothing,1326.42,5,11.26,Express,Wallet,48,Female,City80,Not Returned,5885.32554
2023-01-25,Electronics,348.6,1,18.57,Next-Day,COD,35,Male,City83,Not Returned,283.86498
2025-03-15,Clothing,1939.8,2,14.92,Express,Debit Card,25,Female,City17,Not Returned,3300.76368
2024-05-01,Clothing,1777.92,2,27.83,Next-Day,COD,49,Female,City5,Not Returned,2566.2497280000002
2024-07-20,Electronics,1228.61,5,44.5,Standard,COD,31,Male,City42,Not Returned,3409.392749999999
2022-01-22,Books,905.49,4,39.81,Standard,Wallet,47,Male,City37,Not Returned,2180.057724
2023-03-25,Toys,1716.37,5,22.15,Next-Day,Wallet,58,Female,City84,Not Returned,6680.970224999998
2022-09-14,Home Appliances,1299.49,3,41.59,Express,Credit Card,32,Male,City31,Not Returned,2277.0963269999997
2024-03-11,Clothing,811.97,2,40.48,Express,Credit Card,30,Female,City54,Returned,966.569088
2022-11-09,Electronics,873.11,1,19.86,Express,Credit Card,27,Female,City28,Not Returned,699.710354
2022-01-16,Clothing,638.79,5,40.49,Express,Debit Card,29,Female,City41,Not Returned,1900.7196449999997
2022-04-06,Books,1408.54,4,22.93,Standard,COD,57,Female,City27,Not Returned,4342.247111999999
2022-12-15,Clothing,180.7,2,1.24,Standard,COD,44,Male,City88,Returned,356.91864
2023-12-15,Electronics,1663.46,2,4.93,Express,Credit Card,46,Male,City26,Not Returned,3162.902844
2023-08-27,Clothing,510.79,1,10.4,Next-Day,Debit Card,42,Female,City29,Not Returned,457.66784
2022-08-09,Toys,133.5,5,34.58,Express,Credit Card,20,Female,City96,Not Returned,436.6785
2023-09-08,Electronics,832.67,4,46.99,Standard,Wallet,29,Female,City77,Not Returned,1765.593468
2023-01-02,Toys,1769.45,2,19.16,Express,Debit Card,34,Male,City73,Not Returned,2860.84676
2023-12-01,Clothing,874.81,4,30.99,Standard,Debit Card,52,Female,City17,Returned,2414.8255239999994
2024-01-28,Clothing,1732.04,1,33.12,Next-Day,Wallet,29,Male,City83,Not Returned,1158.3883520000002
2022-01-28,Books,1981.34,2,32.05,Next-Day,Debit Card,42,Female,City11,Returned,2692.64106
2024-07-02,Books,1591.09,3,0.98,Standard,Debit Card,31,Female,City22,Not Returned,4726.491953999999
2022-05-05,Electronics,486.59,3,39.67,Express,Debit Card,57,Male,City68,Not Returned,880.6792409999999
2022-07-31,Electronics,1821.57,3,21.17,Standard,Wallet,22,Male,City78,Not Returned,4307.830893
2024-08-28,Electronics,1841.07,1,32.6,Express,Credit Card,38,Female,City25,Returned,1240.8811799999999
2023-03-21,Clothing,1720.06,2,25.84,Next-Day,Wallet,45,Female,City100,Returned,2551.1929920000002
2025-03-29,Clothing,1851.89,4,1.71,Express,Wallet,54,Female,City8,Not Returned,7280.890724000001
2024-06-30,Electronics,623.95,4,12.34,Standard,Debit Card,44,Male,City95,Not Returned,2187.8182800000004
2025-02-08,Toys,1235.1,4,31.44,Next-Day,COD,22,Female,City57,Returned,3387.1382399999998
2025-08-05,Books,430.74,3,8.87,Express,Wallet,31,Male,City47,Returned,1177.600086
2024-04-02,Clothing,1677.32,1,42.56,Next-Day,Wallet,20,Male,City84,Not Returned,963.452608
2022-02-15,Clothing,554.42,2,4.47,Next-Day,Debit Card,39,Female,City50,Returned,1059.274852
2022-01-29,Clothing,267.01,1,10.06,Next-Day,COD,50,Male,City4,Returned,240.14879399999998
2024-10-23,Clothing,457.91,4,14.05,Express,COD,29,Male,City13,Not Returned,1574.29458
2024-05-30,Clothing,848.14,1,18.39,Express,Wallet,51,Male,City65,Returned,692.167054
2023-10-15,Toys,1294.91,5,11.11,Next-Day,Debit Card,40,Male,City8,Not Returned,5755.227495
2022-06-30,Toys,1290.79,1,15.36,Express,Wallet,63,Female,City84,Not Returned,1092.524656
2023-05-12,Clothing,1384.07,4,3.14,Standard,COD,20,Male,City73,Not Returned,5362.440808
2023-10-15,Clothing,350.89,2,26.33,Next-Day,Credit Card,34,Male,City59,Returned,517.001326
2024-01-11,Home Appliances,555.33,3,45.75,Next-Day,Debit Card,25,Male,City86,Returned,903.7995750000001
2025-01-02,Clothing,953.27,4,43.61,Standard,Credit Card,62,Male,City3,Not Returned,2150.1958120000004
2022-02-04,Clothing,1644.73,2,16.5,Express,COD,53,Female,City45,Returned,2746.6991
2022-10-05,Clothing,734.64,2,14.07,Standard,Credit Card,64,Female,City97,Not Returned,1262.5523039999998
2022-02-12,Clothing,1839.87,1,43.14,Standard,Debit Card,54,Female,City21,Returned,1046.1500819999999
2023-12-24,Home Appliances,1155.21,3,17.52,Express,Debit Card,64,Male,City49,Not Returned,2858.451624
2024-08-03,Clothing,1047.95,5,33.95,Express,COD,19,Male,City6,Returned,3460.854875
2023-12-13,Home Appliances,392.69,2,6.0,Standard,COD,40,Male,City1,Not Returned,738.2571999999999
2024-05-28,Electronics,608.62,1,41.54,Next-Day,COD,48,Female,City70,Not Returned,355.799252
2022-02-18,Clothing,1281.81,4,15.74,Express,Credit Card,40,Male,City91,Not Returned,4320.212424
2024-01-13,Clothing,813.04,1,45.85,Express,COD,56,Female,City13,Returned,440.26115999999996
2023-03-03,Clothing,727.22,1,42.85,Standard,Debit Card,42,Male,City53,Returned,415.60623000000004
2022-01-26,Clothing,424.25,2,22.25,Standard,Credit Card,47,Female,City4,Returned,659.70875
2023-11-08,Clothing,177.83,1,6.8,Standard,Wallet,21,Female,City71,Not Returned,165.73756
2024-08-15,Home Appliances,105.96,4,45.32,Express,Credit Card,54,Female,City97,Not Returned,231.75571199999996
2022-01-26,Home Appliances,139.78,1,22.62,Standard,COD,25,Female,City98,Not Returned,108.161764
2025-05-10,Clothing,1205.51,1,6.45,Standard,Credit Card,34,Male,City37,Returned,1127.754605
2022-03-09,Clothing,1170.98,2,34.53,Express,Wallet,61,Female,City50,Not Returned,1533.281212
2025-08-18,Books,194.8,2,22.95,Standard,Wallet,59,Male,City68,Not Returned,300.1868
2023-03-31,Clothing,1145.78,4,46.84,Next-Day,Credit Card,60,Female,City100,Not Returned,2436.386592
2022-09-30,Electronics,1869.54,2,40.83,Next-Day,Debit Card,34,Female,City53,Not Returned,2212.4136359999998
2022-09-01,Electronics,770.5,2,38.34,Next-Day,Debit Card,35,Male,City59,Returned,950.1806
2024-02-19,Electronics,861.6,3,28.49,Standard,COD,43,Male,City66,Not Returned,1848.3904800000003
2023-07-03,Electronics,1289.55,2,39.15,Next-Day,Credit Card,50,Male,City20,Not Returned,1569.38235
2022-03-12,Books,1287.2,5,17.96,Express,Debit Card,55,Female,City50,Not Returned,5280.0944
2022-11-13,Electronics,772.77,3,19.95,Express,Wallet,25,Female,City19,Not Returned,1855.807155
2024-03-10,Toys,1110.74,5,42.89,Standard,COD,25,Female,City5,Returned,3171.7180699999994
2023-02-24,Clothing,1552.19,2,37.79,Standard,Debit Card,26,Female,City29,Returned,1931.234798
2022-05-18,Electronics,883.75,1,13.5,Standard,COD,61,Male,City89,Returned,764.44375
2024-01-24,Electronics,113.3,3,20.42,Next-Day,Credit Card,34,Male,City16,Not Returned,270.49242
2025-01-01,Clothing,1525.35,1,48.62,Express,COD,43,Male,City64,Not Returned,783.72483
2025-01-02,Clothing,1007.99,2,10.81,Standard,Debit Card,27,Female,City46,Returned,1798.052562
2022-07-05,Books,672.06,3,20.99,Next-Day,Wallet,32,Female,City22,Not Returned,1592.983818
2023-01-04,Home Appliances,1738.89,5,14.62,Standard,Credit Card,58,Female,City15,Not Returned,7423.3214100000005
2023-08-05,Toys,967.98,3,3.85,Next-Day,Debit Card,40,Female,City8,Not Returned,2792.1383100000003
2024-01-03,Clothing,167.45,2,6.34,Standard,Credit Card,59,Male,City29,Returned,313.66733999999997
2024-05-04,Clothing,211.51,5,42.56,Express,COD,31,Female,City22,Returned,607.45672
2024-09-02,Books,1319.02,2,42.37,Standard,Debit Card,43,Female,City21,Not Returned,1520.3024520000001
2024-12-16,Toys,608.57,2,18.8,Express,Debit Card,32,Male,City52,Not Returned,988.3176800000001
2024-10-26,Clothing,854.73,4,19.16,Express,Wallet,47,Female,City13,Not Returned,2763.854928
2022-01-22,Home Appliances,1202.54,5,43.7,Standard,COD,20,Female,City100,Returned,3385.1500999999994
2022-01-19,Clothing,831.58,1,21.88,Standard,Credit Card,36,Male,City48,Not Returned,649.630296
2024-04-06,Electronics,1654.6,2,22.12,Standard,Debit Card,18,Male,City45,Not Returned,2577.2049599999996
2025-07-15,Toys,1405.29,1,34.01,Next-Day,COD,19,Male,City44,Not Returned,927.350871
2022-10-27,Books,1948.63,5,46.5,Express,COD,39,Male,City19,Not Returned,5212.58525
2022-11-04,Electronics,1615.85,4,37.49,Standard,COD,57,Female,City11,Not Returned,4040.27134
2022-04-23,Home Appliances,192.11,3,47.67,Standard,Credit Card,53,Male,City9,Not Returned,301.59348900000003
2024-03-16,Clothing,1919.17,1,31.15,Standard,Credit Card,25,Male,City31,Not Returned,1321.348545
2025-05-10,Home Appliances,639.37,3,22.2,Next-Day,Wallet,52,Female,City79,Not Returned,1492.2895800000001
2023-10-12,Clothing,1004.64,1,8.93,Next-Day,Credit Card,61,Male,City52,Returned,914.925648
2025-05-19,Electronics,850.76,1,48.21,Standard,Debit Card,61,Male,City84,Not Returned,440.608604
2025-06-26,Books,143.24,3,12.73,Next-Day,COD,44,Female,City43,Not Returned,375.01664400000004
2023-07-08,Books,269.32,4,10.06,Standard,Wallet,45,Female,City76,Not Returned,968.905632
2025-02-06,Electronics,421.33,3,36.11,Next-Day,Credit Card,42,Female,City89,Not Returned,807.563211
2023-03-10,Electronics,334.47,1,22.57,Express,Credit Card,49,Female,City93,Not Returned,258.980121
2024-05-30,Toys,1666.06,4,14.37,Express,Wallet,61,Female,City15,Not Returned,5706.588712000001
2025-06-14,Toys,1576.3,4,40.16,Express,Wallet,43,Male,City95,Not Returned,3773.03168
2024-11-30,Electronics,1193.75,3,19.74,Next-Day,Wallet,26,Male,City68,Not Returned,2874.3112499999997
2022-09-23,Clothing,427.02,3,26.64,Express,COD,32,Female,City70,Not Returned,939.785616
2025-06-21,Clothing,1822.27,5,23.36,Next-Day,Credit Card,19,Male,City82,Not Returned,6982.93864
2022-08-18,Home Appliances,1057.54,1,12.35,Next-Day,Debit Card,64,Female,City72,Not Returned,926.93381
2024-03-10,Clothing,1771.08,3,10.91,Next-Day,COD,63,Male,City36,Not Returned,4733.565516
2025-03-09,Electronics,420.01,1,17.56,Express,COD,53,Female,City40,Not Returned,346.256244
2025-07-20,Clothing,1068.49,4,35.62,Next-Day,Credit Card,33,Male,City31,Returned,2751.575448
2024-05-08,Electronics,1144.44,1,48.98,Next-Day,COD,41,Female,City95,Returned,583.893288
2022-10-10,Clothing,1230.35,2,46.17,Express,Wallet,50,Female,City32,Not Returned,1324.5948099999998
2023-07-21,Clothing,1666.43,3,44.97,Express,COD,25,Female,City77,Not Returned,2751.109287
2025-03-08,Electronics,1887.24,3,27.46,Express,Wallet,40,Female,City35,Not Returned,4107.0116880000005
2025-08-22,Clothing,1593.93,4,16.87,Next-Day,Debit Card,48,Male,City19,Returned,5300.136036
2025-06-06,Toys,381.16,1,29.71,Express,Debit Card,27,Female,City46,Not Returned,267.917364
2024-03-05,Books,833.54,2,35.72,Standard,Wallet,61,Female,City75,Not Returned,1071.599024
2022-06-20,Electronics,1677.53,4,1.73,Next-Day,Debit Card,60,Female,City60,Not Returned,6594.034924
2023-03-15,Home Appliances,334.79,5,25.92,Next-Day,Credit Card,28,Female,City6,Not Returned,1240.06216
2024-03-07,Toys,1847.26,3,46.2,Next-Day,Debit Card,40,Female,City81,Not Returned,2981.47764
2024-05-11,Toys,681.68,5,10.68,Next-Day,Wallet,59,Female,City12,Returned,3044.3828799999997
2023-08-08,Toys,1273.54,5,42.63,Express,Wallet,59,Male,City16,Not Returned,3653.14949
2022-02-28,Books,1822.08,5,1.64,Next-Day,Debit Card,42,Female,City53,Not Returned,8960.98944
2023-05-01,Clothing,178.2,5,21.69,Standard,COD,54,Female,City74,Not Returned,697.7421
2024-07-28,Books,1617.74,1,18.23,Next-Day,Debit Card,51,Female,City60,Returned,1322.825998
2023-09-27,Toys,1296.55,3,42.68,Next-Day,COD,32,Female,City7,Not Returned,2229.5473799999995
2025-03-27,Books,1879.05,4,16.28,Standard,Debit Card,59,Female,City12,Not Returned,6292.562639999999
2023-08-17,Books,702.83,4,14.51,Next-Day,Credit Card,47,Female,City12,Not Returned,2403.397468
2022-11-26,Books,450.49,2,15.24,Express,Credit Card,33,Female,City29,Not Returned,763.670648
2024-03-01,Books,1343.57,3,14.9,Next-Day,COD,20,Male,City21,Not Returned,3430.13421
2024-02-27,Electronics,784.21,2,25.64,Express,Wallet,41,Male,City20,Not Returned,1166.2771120000002
2023-04-12,Clothing,1076.7,1,13.29,Standard,Wallet,47,Male,City94,Returned,933.60657
2023-09-21,Books,1192.69,5,27.19,Standard,COD,62,Female,City59,Not Returned,4341.987945000001
